id,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
6840187,Al Kifaf,25.233787,55.294217,1465777,999,1467.24,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False
6861509,Palm Jumeirah,25.106809,55.151201,1260000,1646,765.49,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6874086,Meydan,25.158305,55.296535,1386795,1084,1279.33,2,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6918062,Culture Village,25.227295,55.341761,4500000,3048,1476.38,2,3,Medium,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
6944434,Arjan,25.06031,55.241403000000005,750000,796,942.21,1,1,High,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
6944601,Arjan,25.06031,55.241403000000005,991000,1162,852.84,2,2,High,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True
6947962,Jumeirah Beach Residence,25.07359,55.126352000000004,3599999,1966,1831.13,3,3,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6954492,Dubai Marina,25.075017000000003,55.137997,2625000,1786,1469.76,3,4,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6956778,Dubai Creek Harbour (The Lagoons),25.204631,55.343456999999994,1270000,900,1411.11,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6987144,Dubai Creek Harbour (The Lagoons),25.206345000000002,55.345142,1398000,1168,1196.92,1,2,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6992975,Dubai Marina,25.074439,55.133386,1795000,1002,1791.42,1,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
6993708,Old Town,25.190275,55.278378000000004,1600000,1221,1310.4,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7015600,Palm Jumeirah,25.114333,55.13750600000001,1050000,549,1912.57,0,1,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7017139,Greens,25.091487,55.172015,1150000,1133,1015.0,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7018490,City Walk,25.200221,55.264588,1800000,1191,1511.34,1,2,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7019863,Al Furjan,25.02985,55.151559999999996,1349999,1861,725.42,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7020315,Dubai Creek Harbour (The Lagoons),25.20573,55.34511,1800000,1582,1137.8,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7023909,Business Bay,25.185337,55.2763,2353146,1168,2014.68,2,3,Medium,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7026636,Dubai Marina,25.089392999999998,55.147796,2800000,3172,882.72,4,5,Low,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7033393,DAMAC Hills,25.016735999999998,55.25101,365000,451,809.31,0,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7047499,Palm Jumeirah,25.132519,55.151574,1980000,935,2117.65,1,1,Medium,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7052024,Dubai Marina,25.086376,55.14736,2300000,775,2967.74,1,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
7052085,Dubai Marina,25.086575,55.147768000000006,2200000,1277,1722.79,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
7061799,Dubai Creek Harbour (The Lagoons),25.204631,55.343456999999994,1270000,981,1294.6,1,2,Low,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7065369,Jumeirah Beach Residence,25.072954,55.128089,2650000,1703,1556.08,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7075159,Jumeirah Lake Towers,25.065735999999998,55.137452,375000,450,833.33,0,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
7080801,Jumeirah Golf Estates,25.029767,55.206417,1150000,1367,841.26,2,3,Low,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7081717,Business Bay,25.183132999999998,55.25658000000001,2400000,1965,1221.37,3,4,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7081836,Business Bay,25.183132999999998,55.25658000000001,1700000,1358,1251.84,2,3,Medium,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
7081881,Business Bay,25.183132999999998,55.25658000000001,1709847,1367,1250.8,2,3,Medium,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
7082693,Jumeirah,25.215192000000002,55.235827,12000000,2631,4561.0,3,5,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7082844,Dubai Hills Estate,25.109367000000002,55.247980000000005,1850000,1993,928.25,3,4,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
7091752,Umm Suqeim,25.137408999999998,55.188956999999995,2090000,1365,1531.14,2,3,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7091934,Meydan,25.145181,55.288017,1425000,1535,928.34,2,3,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7092201,Dubai Marina,25.070605,55.133230000000005,1595000,1350,1181.48,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7093948,Dubai Marina,25.086376,55.14736,975000,627,1555.02,1,1,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7098857,Jumeirah Beach Residence,25.072954,55.128089,3400000,1672,2033.49,2,3,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
7110423,Business Bay,25.189124,55.26418,2050000,2197,933.09,3,4,Low,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7110490,Motor City,25.046147,55.249375,995000,1670,595.81,2,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7114232,Dubai Hills Estate,25.109367000000002,55.247980000000005,1300000,1182,1099.83,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
7132234,Motor City,25.046147,55.249375,1100000,1670,658.68,2,3,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7133614,DAMAC Hills,25.019361,55.252762,750000,851,881.32,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7134664,DIFC,25.212018,55.278772,1999999,1755,1139.6,2,2,Medium,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7135639,Downtown Dubai,25.19331,55.280919,2990000,1903,1571.2,3,4,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7158173,Palm Jumeirah,25.108728,55.142382,2400000,1717,1397.79,2,3,Medium,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7158404,Downtown Dubai,25.194935,55.282665,2600000,1360,1911.76,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7169343,Dubai Marina,25.083121,55.141064,2000000,1477,1354.1,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7176333,Downtown Dubai,25.186457,55.277512,1800000,1622,1109.74,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7184800,Downtown Dubai,25.196593,55.269631000000004,930000,774,1201.55,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7186566,Palm Jumeirah,25.132445,55.152216,3200000,1572,2035.62,2,3,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True
7187135,Jumeirah Village Circle,25.066791000000002,55.203683999999996,714000,732,975.41,1,1,High,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False
7187416,Dubai Marina,25.072395999999998,55.132386,1075000,1300,826.92,3,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
7190229,Downtown Dubai,25.197316,55.274195999999996,2299900,1133,2029.92,1,2,Medium,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
7195467,Dubai Marina,25.088431,55.146758999999996,1200000,1180,1016.95,2,2,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True
7196848,Dubai Marina,25.08377,55.145075,1525000,1440,1059.03,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7197939,City Walk,25.204462,55.262161,2700000,1685,1602.37,2,2,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7209091,Jumeirah Beach Residence,25.07851,55.136283,815000,779,1046.21,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7209617,Jumeirah Lake Towers,25.080143,55.152381000000005,860000,971,885.68,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
7213284,Barsha Heights (Tecom),25.100994,55.178291,1200000,1450,827.59,2,1,Medium,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
7213295,Jumeirah Beach Residence,25.07359,55.126352000000004,1300000,763,1703.8,1,1,Low,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7215496,Downtown Dubai,25.197316,55.274195999999996,2100000,1135,1850.22,1,1,High,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,True
7220252,Downtown Dubai,25.187622,55.278946999999995,2100000,1974,1063.83,3,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7233826,Palm Jumeirah,25.132445,55.152216,2100000,1051,1998.1,1,1,Medium,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7233845,Downtown Dubai,25.197316,55.274195999999996,2100000,826,2542.37,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7235162,Palm Jumeirah,25.132020999999998,55.151405000000004,3499000,1633,2142.68,2,2,Medium,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7242928,Dubai Marina,25.086726000000002,55.145205000000004,5500000,2609,2108.09,4,5,Low,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7242929,Dubai Marina,25.081243,55.14512,2100000,1579,1329.96,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7243134,DIFC,25.211032,55.28205,1845000,1526,1209.04,2,2,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7246411,Al Barari,25.100921,55.313162,1800000,1964,916.5,1,2,High,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True
7247507,Dubai Production City (IMPZ),25.034774,55.20175,600000,1256,477.71,2,3,Medium,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7248933,Downtown Dubai,25.200926000000003,55.280912,1155000,753,1533.86,1,2,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7249393,The Hills,25.07868,55.15786899999999,2095000,1436,1458.91,2,3,Medium,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
7249763,Downtown Dubai,25.195460999999998,55.269463,1900000,1438,1321.28,2,3,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
7253958,Palm Jumeirah,25.111432999999998,55.136798,1800000,1490,1208.05,1,2,Low,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7253959,Palm Jumeirah,25.111229,55.136449,1800000,1490,1208.05,1,2,Low,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7256229,Jumeirah Village Circle,25.049282,55.205381,890000,1400,635.71,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7258063,Palm Jumeirah,25.132020999999998,55.151405000000004,3600000,1724,2088.17,2,3,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True
7261344,Dubai Marina,25.081622,55.141977000000004,1845000,1346,1370.73,2,2,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7261620,DIFC,25.212018,55.278772,1850000,1623,1139.86,2,3,Low,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7261823,Palm Jumeirah,25.104117000000002,55.148472999999996,4995000,2990,1670.57,3,4,Medium,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7264616,Palm Jumeirah,25.112604,55.143347,3000000,2201,1363.02,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7267378,Business Bay,25.176728,55.271595,610000,458,1331.88,0,1,Low,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7269286,City Walk,25.205218,55.262688,2850000,1734,1643.6,2,4,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7269411,City Walk,25.205218,55.262688,3315000,1950,1700.0,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7271517,Downtown Dubai,25.196398000000002,55.271002,1800000,1209,1488.83,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7271667,Downtown Dubai,25.196398000000002,55.271002,2100000,1354,1550.96,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
7271812,Downtown Dubai,25.191753,55.27281800000001,1400000,860,1627.91,1,2,Low,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7271862,Old Town,25.189554,55.273782999999995,2300000,1338,1718.98,2,3,Low,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7272693,Business Bay,25.185823000000003,55.291922,2300000,1442,1595.01,2,3,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7274698,The Views,25.090953,55.16954200000001,1335000,1336,999.25,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7279554,Downtown Dubai,25.187093,55.278912,2200000,1891,1163.41,3,4,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7282003,Dubai Hills Estate,25.11576,55.248755,1100000,1087,1011.96,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7282005,Dubai Hills Estate,25.11576,55.248755,700000,646,1083.59,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7282007,Dubai Sports City,25.031902,55.223079000000006,700000,883,792.75,2,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7282875,City Walk,25.200221,55.264588,3680000,2574,1429.68,3,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7283381,Downtown Dubai,25.195926,55.28318,10000000,3399,2942.04,4,5,Medium,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False
7285066,Downtown Dubai,25.194935,55.282665,2200000,1447,1520.39,2,2,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7290609,Old Town,25.193542,55.277060999999996,1820000,1185,1535.86,1,2,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
7294568,Palm Jumeirah,25.111902,55.138103,655888,380,1726.02,0,1,High,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True
7295340,Dubai Hills Estate,25.109367000000002,55.247980000000005,2300000,1953,1177.68,3,5,High,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
7295433,City Walk,25.204462,55.262161,3200000,1830,1748.63,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7301927,Dubai Marina,25.073593,55.137516000000005,2175000,1385,1570.4,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
7310400,Jumeirah Village Circle,25.068607999999998,55.207423,700000,846,827.42,1,1,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
7310603,Dubai Marina,25.072395999999998,55.132386,850000,759,1119.89,2,2,Low,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7314727,Dubai Hills Estate,25.106147,55.246977,1066888,718,1485.92,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
7317326,Palm Jumeirah,25.106964,55.111349,2500000,1356,1843.66,2,3,Medium,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
